"","PID","upid","regions"
"789","0203515610",1,"Charlestown"
"790","0203515611",1,"Charlestown"
"791","0203515612",1,"Charlestown"
"792","0203515613",1,"Charlestown"
"793","0203515614",1,"Charlestown"
"794","0203515615",1,"Charlestown"
"795","0203515616",1,"Charlestown"
"796","0203515617",1,"Charlestown"
"797","0203515618",1,"Charlestown"
"798","0203515619",1,"Charlestown"
"799","0203515620",1,"Charlestown"
"800","0203515621",1,"Charlestown"
"801","0203515622",1,"Charlestown"
"802","0203515623",1,"Charlestown"
"803","0203515624",1,"Charlestown"
"804","0203515625",1,"Charlestown"
"805","0203515626",1,"Charlestown"
"806","0203515627",1,"Charlestown"
"807","0203515628",1,"Charlestown"
"808","0203515629",1,"Charlestown"
"809","0203515630",1,"Charlestown"
"810","0203515631",1,"Charlestown"
"811","0203515632",1,"Charlestown"
"812","0203515633",1,"Charlestown"
"813","0203515634",1,"Charlestown"
"814","0203515635",1,"Charlestown"
"815","0203515636",1,"Charlestown"
"816","0203515637",1,"Charlestown"
"817","0203515638",1,"Charlestown"
"818","0203515639",1,"Charlestown"
"819","0203515640",1,"Charlestown"
"820","0203515641",1,"Charlestown"
"821","0203515642",1,"Charlestown"
"822","0203515643",1,"Charlestown"
"823","0203515644",1,"Charlestown"
"824","0203515645",1,"Charlestown"
"825","0203515646",1,"Charlestown"
"826","0203515647",1,"Charlestown"
"827","0203515648",1,"Charlestown"
"828","0203515649",1,"Charlestown"
"829","0203516002",1,"Charlestown"
"830","0203516004",1,"Charlestown"
"831","0203516006",1,"Charlestown"
"832","0203516008",1,"Charlestown"
"833","0203516010",1,"Charlestown"
"834","0203516012",1,"Charlestown"
"835","0203516014",1,"Charlestown"
"836","0203516016",1,"Charlestown"
"837","0203516018",1,"Charlestown"
"838","0203516020",1,"Charlestown"
"839","0203516022",1,"Charlestown"
"840","0203516024",1,"Charlestown"
"841","0203516026",1,"Charlestown"
"842","0203516028",1,"Charlestown"
"843","0203516030",1,"Charlestown"
"844","0203516032",1,"Charlestown"
"845","0203516034",1,"Charlestown"
"846","0203516036",1,"Charlestown"
"847","0203516038",1,"Charlestown"
"848","0203516040",1,"Charlestown"
"849","0203516042",1,"Charlestown"
"850","0203516044",1,"Charlestown"
"851","0203516046",1,"Charlestown"
"852","0203516048",1,"Charlestown"
"853","0203516050",1,"Charlestown"
"854","0203516052",1,"Charlestown"
"855","0203516054",1,"Charlestown"
"856","0203516056",1,"Charlestown"
"857","0203516058",1,"Charlestown"
"858","0203516060",1,"Charlestown"
"859","0203516062",1,"Charlestown"
"860","0203516064",1,"Charlestown"
"861","0203516066",1,"Charlestown"
"862","0203516068",1,"Charlestown"
"863","0203516070",1,"Charlestown"
"864","0203516072",1,"Charlestown"
"865","0203516074",1,"Charlestown"
"866","0203516076",1,"Charlestown"
"867","0203516078",1,"Charlestown"
"868","0203516080",1,"Charlestown"
"869","0203516082",1,"Charlestown"
"870","0203516084",1,"Charlestown"
"871","0203516086",1,"Charlestown"
"872","0203516088",1,"Charlestown"
"873","0203516090",1,"Charlestown"
"874","0203516092",1,"Charlestown"
"875","0203516098",1,"Charlestown"
"876","0203516100",1,"Charlestown"
"877","0203516102",1,"Charlestown"
"878","0203516104",1,"Charlestown"
"879","0203516106",1,"Charlestown"
"880","0203516108",1,"Charlestown"
"881","0203516110",1,"Charlestown"
"882","0203516112",1,"Charlestown"
"883","0203516114",1,"Charlestown"
"884","0203516116",1,"Charlestown"
"885","0203516118",1,"Charlestown"
"886","0203516120",1,"Charlestown"
"887","0203516122",1,"Charlestown"
"888","0203516124",1,"Charlestown"
"889","0203516126",1,"Charlestown"
"890","0203516128",1,"Charlestown"
"891","0203517501",1,"Charlestown"
"892","0203517545",1,"Charlestown"
"893","0203520138",1,"Charlestown"
"894","0203625002",1,"Charlestown"
"895","0203628002",1,"Charlestown"
"896","0203628004",1,"Charlestown"
"897","0203628014",1,"Charlestown"
"898","0203628016",1,"Charlestown"
"899","0203628026",1,"Charlestown"
"900","0203628028",1,"Charlestown"
"901","0203628038",1,"Charlestown"
"902","0203628040",1,"Charlestown"
"903","0203629002",1,"Charlestown"
"904","0203629014",1,"Charlestown"
"905","0203630014",1,"Charlestown"
"906","0203632008",1,"Charlestown"
"907","0203632012",1,"Charlestown"
"908","0203633002",1,"Charlestown"
"909","0203635012",1,"Charlestown"
"910","0203635018",1,"Charlestown"
"911","0203635024",1,"Charlestown"
"912","0203645002",1,"Charlestown"
"913","0203645012",1,"Charlestown"
"914","0203645014",1,"Charlestown"
"915","0203645024",1,"Charlestown"
"916","0203645026",1,"Charlestown"
"917","0203645032",1,"Charlestown"
"918","0203645042",1,"Charlestown"
"919","0203646002",1,"Charlestown"
"920","0203646006",1,"Charlestown"
"921","0203646010",1,"Charlestown"
"922","0203646014",1,"Charlestown"
"923","0203647002",1,"Charlestown"
"924","0203651002",1,"Charlestown"
"925","0203651006",1,"Charlestown"
"926","0203652002",1,"Charlestown"
"927","0203660002",1,"Charlestown"
"928","0203662006",1,"Charlestown"
"929","0203662022",1,"Charlestown"
"930","0203667002",1,"Charlestown"
"931","0203667014",1,"Charlestown"
"932","0203670002",1,"Charlestown"
"933","0203675002",1,"Charlestown"
"934","0203680006",1,"Charlestown"
"935","0203680008",1,"Charlestown"
"936","0203682002",1,"Charlestown"
"937","0203682004",1,"Charlestown"
"938","0203682006",1,"Charlestown"
"939","0203682008",1,"Charlestown"
"940","0203682010",1,"Charlestown"
"941","0203682012",1,"Charlestown"
"942","0203682016",1,"Charlestown"
"943","0203682020",1,"Charlestown"
"944","0203686004",1,"Charlestown"
"945","0203702014",1,"Charlestown"
"946","0203702016",1,"Charlestown"
"947","0203714008",1,"Charlestown"
"948","0203715002",1,"Charlestown"
"949","0203716002",1,"Charlestown"
"950","0203717002",1,"Charlestown"
"951","0203720002",1,"Charlestown"
"952","0203720008",1,"Charlestown"
"953","0203724002",1,"Charlestown"
"954","0203725002",1,"Charlestown"
"955","0203728002",1,"Charlestown"
"956","0203730002",1,"Charlestown"
"957","0203731002",1,"Charlestown"
"958","0203732002",1,"Charlestown"
"959","0203739012",1,"Charlestown"
"960","0203744002",1,"Charlestown"
"961","0203748002",1,"Charlestown"
"962","0203756002",1,"Charlestown"
"963","0203758002",1,"Charlestown"
"964","0203761002",1,"Charlestown"
"965","0203768002",1,"Charlestown"
"966","0203778002",1,"Charlestown"
"967","0203778020",1,"Charlestown"
"968","0203778036",1,"Charlestown"
"969","0203778046",1,"Charlestown"
"970","0203785002",1,"Charlestown"
"971","0203785008",1,"Charlestown"
"972","0203786002",1,"Charlestown"
"973","0203790002",1,"Charlestown"
"974","0203793012",1,"Charlestown"
"975","0203806002",1,"Charlestown"
"976","0203807002",1,"Charlestown"
"977","0203809002",1,"Charlestown"
"978","0203814012",1,"Charlestown"
"979","0203820002",1,"Charlestown"
"980","0203821002",1,"Charlestown"
"981","0203829002",1,"Charlestown"
"982","0203829004",1,"Charlestown"
"983","0203829008",1,"Charlestown"
"984","0203829010",1,"Charlestown"
"985","0203830002",1,"Charlestown"
"986","0203830010",1,"Charlestown"
"987","0203831002",1,"Charlestown"
"988","0203833002",1,"Charlestown"
"989","0203834002",1,"Charlestown"
"990","0203856102",1,"Charlestown"
"991","0203857002",1,"Charlestown"
"992","0203859002",1,"Charlestown"
"993","0203860002",1,"Charlestown"
"994","0203872002",1,"Charlestown"
"995","0203877002",1,"Charlestown"
"996","0203878002",1,"Charlestown"
"997","0203894002",1,"Charlestown"
"998","0203897002",1,"Charlestown"
"999","0203924002",1,"Charlestown"
"1000","0203925002",1,"Charlestown"
"1001","0203927002",1,"Charlestown"
"1002","0203927014",1,"Charlestown"
"1003","0203927026",1,"Charlestown"
"1004","0203927034",1,"Charlestown"
"1005","0203935010",1,"Charlestown"
"1006","0203942002",1,"Charlestown"
"1007","0203946002",1,"Charlestown"
"1008","0203947002",1,"Charlestown"
"1009","0300003002",1,"Back Bay-Beacon Hill"
"1010","0300005004",1,"Back Bay-Beacon Hill"
"1011","0300012002",1,"Back Bay-Beacon Hill"
"1012","0300013002",1,"Back Bay-Beacon Hill"
"1013","0300015002",1,"Back Bay-Beacon Hill"
"1014","0300015008",1,"Back Bay-Beacon Hill"
"1015","0300017002",1,"Back Bay-Beacon Hill"
"1016","0300017008",1,"Back Bay-Beacon Hill"
"1017","0300028008",1,"Central"
"1018","0300028032",1,"Central"
"1019","0300028058",1,"Central"
"1020","0300028082",1,"Central"
"1021","0300037002",1,"Central"
"1022","0300038002",1,"Back Bay-Beacon Hill"
"1023","0300046006",1,"Back Bay-Beacon Hill"
"1024","0300054002",1,"Back Bay-Beacon Hill"
"1025","0300054004",1,"Back Bay-Beacon Hill"
"1026","0300057002",1,"Back Bay-Beacon Hill"
"1027","0300058002",1,"Back Bay-Beacon Hill"
"1028","0300058012",1,"Back Bay-Beacon Hill"
"1029","0300059002",1,"Back Bay-Beacon Hill"
"1030","0300059020",1,"Back Bay-Beacon Hill"
"1031","0300060002",1,"Back Bay-Beacon Hill"
"1032","0300060012",1,"Back Bay-Beacon Hill"
"1033","0300061002",1,"Back Bay-Beacon Hill"
"1034","0300061012",1,"Back Bay-Beacon Hill"
"1035","0300072002",1,"Back Bay-Beacon Hill"
"1036","0300073002",1,"Back Bay-Beacon Hill"
"1037","0300075002",1,"Back Bay-Beacon Hill"
"1038","0300075024",1,"Back Bay-Beacon Hill"
"1039","0300076002",1,"Back Bay-Beacon Hill"
"1040","0300077002",1,"Back Bay-Beacon Hill"
"1041","0300078002",1,"Back Bay-Beacon Hill"
"1042","0300078016",1,"Back Bay-Beacon Hill"
"1043","0300081002",1,"Back Bay-Beacon Hill"
"1044","0300082002",1,"Back Bay-Beacon Hill"
"1045","0300083002",1,"Back Bay-Beacon Hill"
"1046","0300090002",1,"Back Bay-Beacon Hill"
"1047","0300091002",1,"Back Bay-Beacon Hill"
"1048","0300094002",1,"Back Bay-Beacon Hill"
"1049","0300095102",1,"Back Bay-Beacon Hill"
"1050","0300117002",1,"Back Bay-Beacon Hill"
"1051","0300118002",1,"Back Bay-Beacon Hill"
"1052","0300122002",1,"Back Bay-Beacon Hill"
"1053","0300123002",1,"Back Bay-Beacon Hill"
"1054","0300123010",1,"Back Bay-Beacon Hill"
"1055","0300125002",1,"Back Bay-Beacon Hill"
"1056","0300128002",1,"Back Bay-Beacon Hill"
"1057","0300128010",1,"Back Bay-Beacon Hill"
"1058","0300135002",1,"Back Bay-Beacon Hill"
"1059","0300135012",1,"Back Bay-Beacon Hill"
"1060","0300136002",1,"Back Bay-Beacon Hill"
"1061","0300165002",1,"Back Bay-Beacon Hill"
"1062","0300165010",1,"Back Bay-Beacon Hill"
"1063","0300165016",1,"Back Bay-Beacon Hill"
"1064","0300166014",1,"Back Bay-Beacon Hill"
"1065","0300171002",1,"Back Bay-Beacon Hill"
"1066","0300172002",1,"Back Bay-Beacon Hill"
"1067","0300183002",1,"Back Bay-Beacon Hill"
"1068","0300193004",1,"Back Bay-Beacon Hill"
"1069","0300195002",1,"Back Bay-Beacon Hill"
"1070","0300202002",1,"Back Bay-Beacon Hill"
"1071","0300220002",1,"Back Bay-Beacon Hill"
"1072","0300227002",1,"Back Bay-Beacon Hill"
"1073","0300228002",1,"Back Bay-Beacon Hill"
"1074","0300450034",1,"Central"
"1075","0300450524",1,"Central"
"1076","0300475030",1,"Central"
"1077","0300475320",1,"Central"
"1078","0301299002",1,"Central"
"1079","0301307002",1,"Central"
"1080","0301309002",1,"Central"
"1081","0301315002",1,"Central"
"1082","0301316004",1,"Central"
"1083","0301317002",1,"Central"
"1084","0301324002",1,"Central"
"1085","0301329002",1,"Central"
"1086","0301347002",1,"Central"
"1087","0301368002",1,"Central"
"1088","0301376002",1,"Central"
"1089","0301381004",1,"Central"
"1090","0301381104",1,"Central"
"1091","0301386002",1,"Central"
"1092","0301391002",1,"Central"
"1093","0301392022",1,"Central"
"1094","0301394002",1,"Central"
"1095","0301402002",1,"Central"
"1096","0301403002",1,"Central"
"1097","0301406002",1,"Central"
"1098","0301411002",1,"Central"
"1099","0301415004",1,"Central"
"1100","0301416002",1,"Central"
"1101","0301416004",1,"Central"
"1102","0301416006",1,"Central"
"1103","0301418002",1,"Central"
"1104","0301437002",1,"Central"
"1105","0301437018",1,"Central"
"1106","0301437020",1,"Central"
"1107","0301444002",1,"Central"
"1108","0301478002",1,"Central"
"1109","0301480002",1,"Central"
"1110","0301496002",1,"Central"
"1111","0301521008",1,"Central"
"1112","0301613006",1,"Central"
"1113","0301948002",1,"Central"
"1114","0301959002",1,"Central"
"1115","0301963002",1,"Central"
"1116","0301968002",1,"Central"
"1117","0301968014",1,"Central"
"1118","0301978002",1,"Central"
"1119","0301983007",1,"Central"
"1120","0301983008",1,"Central"
"1121","0301991002",1,"Central"
"1122","0301992002",1,"Central"
"1123","0302025002",1,"Central"
"1124","0302038002",1,"Central"
"1125","0302049002",1,"Central"
"1126","0302051002",1,"Central"
"1127","0302053004",1,"Central"
"1128","0302054004",1,"Central"
"1129","0302057004",1,"Central"
"1130","0302064002",1,"Central"
"1131","0302066002",1,"Central"
"1132","0302066010",1,"Central"
"1133","0302085002",1,"Central"
"1134","0302095002",1,"Central"
"1135","0302097002",1,"Central"
"1136","0302105002",1,"Central"
"1137","0302109002",1,"Central"
"1138","0302110002",1,"Central"
"1139","0302119002",1,"Central"
"1140","0302120002",1,"Central"
"1141","0302126020",1,"Central"
"1142","0302128002",1,"Central"
"1143","0302129002",1,"Central"
"1144","0302135002",1,"Central"
"1145","0302137002",1,"Central"
"1146","0302148002",1,"Central"
"1147","0302155002",1,"Central"
"1148","0302164002",1,"Central"
"1149","0302167004",1,"Central"
"1150","0302167010",1,"Central"
"1151","0302173002",1,"Central"
"1152","0302177002",1,"Central"
"1153","0302182004",1,"Central"
"1154","0302203002",1,"Central"
"1155","0302212002",1,"Central"
"1156","0302227002",1,"Central"
"1157","0302228002",1,"Central"
"1158","0302242002",1,"Central"
"1159","0302244002",1,"Central"
"1160","0302245004",1,"Central"
"1161","0302246002",1,"Central"
"1162","0302258002",1,"Central"
"1163","0302263002",1,"Central"
"1164","0302271002",1,"Central"
"1165","0302276002",1,"Central"
"1166","0302278002",1,"Central"
"1167","0302291002",1,"Central"
"1168","0302300002",1,"Central"
"1169","0302303012",1,"Central"
"1170","0302321004",1,"Central"
"1171","0302326002",1,"Central"
"1172","0302327002",1,"Central"
"1173","0302331002",1,"Central"
"1174","0302331004",1,"Central"
"1175","0302335002",1,"Central"
"1176","0302337004",1,"Central"
"1177","0302338002",1,"Central"
"1178","0302340002",1,"Central"
"1179","0302345002",1,"Central"
"1180","0302366004",1,"Central"
"1181","0302370044",1,"Central"
"1182","0302370106",1,"Central"
"1183","0302373012",1,"Central"
"1184","0302390002",1,"Central"
"1185","0302398004",1,"Central"
"1186","0302398026",1,"Central"
"1187","0302398036",1,"Central"
"1188","0302400004",1,"Central"
"1189","0302403004",1,"Central"
"1190","0302408030",1,"Central"
"1191","0302469012",1,"Central"
"1192","0302472002",1,"Central"
"1193","0302473002",1,"Central"
"1194","0302490002",1,"Central"
"1195","0302491002",1,"Central"
"1196","0302497002",1,"Central"
"1197","0302499010",1,"Central"
"1198","0302504002",1,"Central"
"1199","0302506002",1,"Central"
"1200","0302530002",1,"Central"
"1201","0302533002",1,"Central"
"1202","0302535002",1,"Central"
"1203","0302536004",1,"Central"
"1204","0302541002",1,"Central"
"1205","0302726028",1,"Central"
"1206","0302970020",1,"Central"
"1207","0302975020",1,"Central"
"1208","0303029435",1,"Central"
"1209","0303038209",1,"Central"
"1210","0303038212",1,"Central"
"1211","0303038215",1,"Central"
"1212","0303038218",1,"Central"
"1213","0303038221",1,"Central"
"1214","0303038227",1,"Central"
"1215","0303038230",1,"Central"
"1216","0303038233",1,"Central"
"1217","0303038237",1,"Central"
"1218","0303038240",1,"Central"
"1219","0303038243",1,"Central"
"1220","0303038246",1,"Central"
"1221","0303038249",1,"Central"
"1222","0303038252",1,"Central"
"1223","0303038255",1,"Central"
"1224","0303038258",1,"Central"
"1225","0303038261",1,"Central"
"1226","0303038264",1,"Central"
"1227","0303038267",1,"Central"
"1228","0303038270",1,"Central"
"1229","0303038273",1,"Central"
"1230","0303038276",1,"Central"
"1231","0303038279",1,"Central"
"1232","0303039012",1,"Central"
"1233","0303040002",1,"Central"
"1234","0303040078",1,"Central"
"1235","0303061024",1,"Central"
"1236","0303074002",1,"Central"
"1237","0303079002",1,"Central"
"1238","0303081004",1,"Central"
"1239","0303085002",1,"Central"
"1240","0303089002",1,"Central"
"1241","0303089012",1,"Central"
"1242","0303092002",1,"Central"
"1243","0303095034",1,"Central"
"1244","0303100022",1,"Central"
"1245","0303100032",1,"Central"
"1246","0303106002",1,"Central"
"1247","0303106004",1,"Central"
"1248","0303117004",1,"Central"
"1249","0303135010",1,"Central"
"1250","0303150002",1,"Central"
"1251","0303151002",1,"Central"
